observationAbout,observationDate,value,variableMeasured,unit,scalingFactor,measurementMethod,MeasurementPeriod
wikidataId/Q1502,2023,4.1,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1502,2023,4,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1502,2023,25.4,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1502,2023,30.4,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1599,2023,41.3,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1599,2023,4.1,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1599,2023,5.1,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1599,2023,31,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1599,2023,18.5,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1599,2023,33.9,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1599,2023,4.3,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1599,2023,5.9,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1599,2023,35.6,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1599,2023,20.3,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q22048,2023,50.6,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q22048,2023,9.8,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q22048,2023,3.4,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q22048,2023,13.7,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q22048,2023,22.5,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q22048,2023,44.5,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q22048,2023,10.7,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q22048,2023,6.6,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q22048,2023,14.4,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q22048,2023,23.9,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q22424,2023,39.2,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q22424,2023,9.7,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q22424,2023,22.5,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q22424,2023,4.7,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q22424,2023,24,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q22424,2023,38.2,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q22424,2023,9.7,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q22424,2023,22.7,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q22424,2023,5.4,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q22424,2023,24,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1437,2023,54.7,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1437,2023,5.1,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1437,2023,19.3,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1437,2023,2.3,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1437,2023,18.6,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1437,2023,50.5,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1437,2023,6.1,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1437,2023,19.6,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1437,2023,3.2,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1437,2023,20.7,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1505,2023,28.7,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1505,2023,6.8,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1505,2023,14.8,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1505,2023,20.7,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1505,2023,29.1,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1505,2023,24.1,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1505,2023,7.4,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1505,2023,14.2,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1505,2023,21.5,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1505,2023,32.9,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1445,2023,35.4,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1445,2023,11.3,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1445,2023,9.7,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1445,2023,17.4,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1445,2023,26.2,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1445,2023,31.3,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1445,2023,11,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1445,2023,11.1,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1445,2023,18.2,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1445,2023,28.4,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q677037,2023,43.6,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q677037,2023,7,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q677037,2023,8.4,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q677037,2023,18.7,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q677037,2023,22.2,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q677037,2023,36.4,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q677037,2023,8.2,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q677037,2023,11,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q677037,2023,17.5,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q677037,2023,26.9,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1363,2023,41.4,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1363,2023,5.2,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1363,2023,4.7,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1363,2023,27.2,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1363,2023,21.5,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1363,2023,38.7,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1363,2023,5.8,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1363,2023,6.4,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1363,2023,27.8,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1363,2023,21.4,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1498,2023,50.9,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1498,2023,9.1,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1498,2023,12.6,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1498,2023,7.6,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1498,2023,19.8,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1498,2023,45.1,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1498,2023,9.4,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1498,2023,15.4,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1498,2023,8.2,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1498,2023,21.9,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1499,2023,43.8,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1499,2023,12.6,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1499,2023,14.5,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1499,2023,8.2,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1499,2023,20.9,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1499,2023,38.8,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1499,2023,12.5,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1499,2023,15.7,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1499,2023,9,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1499,2023,24.2,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1356,2023,47.9,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1356,2023,5.7,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1356,2023,3.8,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1356,2023,22,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1356,2023,20.5,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1356,2023,39.8,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1356,2023,6.8,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1356,2023,5.5,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1356,2023,26.6,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1356,2023,21.4,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q40888,2023,31.1,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q40888,2023,11.3,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q40888,2023,4,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q40888,2023,32.1,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q40888,2023,21.7,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q40888,2023,30.2,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q40888,2023,10.8,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q40888,2023,5.4,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q40888,2023,30.3,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q40888,2023,23.2,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q120971341,2023,30.3,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q120971341,2023,9,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q120971341,2023,25.8,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q120971341,2023,13.4,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q120971341,2023,21.5,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q120971341,2023,24.6,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q120971341,2023,10,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q120971341,2023,23.5,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q120971341,2023,11,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q120971341,2023,31,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q77997266,2023,40.9,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q77997266,2023,13.4,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q77997266,2023,9.7,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q77997266,2023,12.7,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q77997266,2023,23.3,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q77997266,2023,39.5,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q77997266,2023,12,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q77997266,2023,9.9,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q77997266,2023,14.7,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q77997266,2023,23.9,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q66278313,2023,44.1,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q66278313,2023,7.4,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q66278313,2023,17.7,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q66278313,2023,11.8,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q66278313,2023,19,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q66278313,2023,40.4,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q66278313,2023,7.9,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q66278313,2023,19.3,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q66278313,2023,12.5,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q66278313,2023,19.9,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q200667,2023,40.2,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q200667,2023,4.6,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q200667,2023,20.5,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q200667,2023,15.7,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q200667,2023,19,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q200667,2023,39.7,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q200667,2023,4.3,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q200667,2023,20.6,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q200667,2023,16.9,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q200667,2023,18.6,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q26927,2023,27.5,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q26927,2023,8.5,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q26927,2023,3.1,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q26927,2023,42,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q26927,2023,19,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q26927,2023,26.6,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q26927,2023,7.5,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q26927,2023,2.9,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q26927,2023,42.4,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q26927,2023,20.6,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q66743,2023,29.2,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q66743,2023,10.6,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q66743,2023,11.8,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q66743,2023,23.1,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q66743,2023,25.3,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q66743,2023,28.5,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q66743,2023,11.3,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q66743,2023,11.3,DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q66743,2023,25.6,DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q66743,2023,23.3,DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
country/IND,2023,46.9,DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
country/IND,2023,8.8,DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
country/IND,2023,10.6,DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
country/IND,2023,12.3,DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
country/IND,2023,21.4,DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
country/IND,2023,38.8,DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
country/IND,2023,9.6,DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
